Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,top_component,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,description
Bug,QPID-6232,12756118,[C++ broker] Linearstore segfaults when ulimit prevents creating new file in EFP,pmoravec,pmoravec,Closed,Fixed,2014-11-18 15:07,C++,C++ Broker,,,,,,,"When EFP fails to open a new file (i.e. due to ulimit to nofiles), linearstore segfaults with backtrace:

#0  0x00000034d429c1b9 in std::basic_string<char, std::char_traits<char>, std::allocator<char> >::rfind(char, unsigned long) const () from /usr/lib64/libstdc++.so.6
#1  0x00007fe466719b50 in qpid::linearstore::journal::EmptyFilePool::takeEmptyFile (this=0xddb540, destDirectory=""/var/lib/qpidd/qls/jrnl/Durable_4_8"")
    at /usr/src/debug/qpid-0.22/cpp/src/qpid/linearstore/journal/EmptyFilePool.cpp:109
#2  0x00007fe4667327a0 in qpid::linearstore::journal::LinearFileController::pullEmptyFileFromEfp (this=0x3478288)
    at /usr/src/debug/qpid-0.22/cpp/src/qpid/linearstore/journal/LinearFileController.cpp:239
#3  0x00007fe466748bfd in qpid::linearstore::journal::wmgr::flush_check (this=0x34784f8, res=@0x7fe462f55f90, cont=@0x7fe462f55f9f, done=@0x7fe462f55f9c)
    at /usr/src/debug/qpid-0.22/cpp/src/qpid/linearstore/journal/wmgr.cpp:651
#4  0x00007fe46674c134 in qpid::linearstore::journal::wmgr::enqueue (this=0x34784f8, data_buff=<value optimized out>, tot_data_len=177, this_data_len=<value optimized out>, dtokp=
    0x7fe3e583ed60, xid_ptr=0x0, xid_len=0, tpc_flag=false, transient=false, external=false) at /usr/src/debug/qpid-0.22/cpp/src/qpid/linearstore/journal/wmgr.cpp:223

The problem is EmptyFilePool::overwriteFileContents does not react anyhow if ofs.good() is false."
Bug,QPID-6182,12750034,AMQP 1.0 consumer should be able to get messages from browse-only queue,pmoravec,pmoravec,Closed,Fixed,2014-10-23 14:09,C++,C++ Broker,,,,,,,"Description of problem:
Qpid broker allows 0-10 consumers on browse-only queues, but does not allow 1.0 consumers there. It should allow 1.0 consumers as well, marking them internally as browsers instead (like it does for 0-10 consumer).


Version-Release number of selected component (if applicable):
0.30


How reproducible:
100%


Steps to Reproduce:
1. service qpidd restart
2. qpid-config add queue q --argument=qpid.browse-only=true --limit-policy=ring --max-queue-count=100
3. qpid-send -a q -m1
4. qpid-receive -a q # works fine
5. qpid-receive -a q --connection-option ""{protocol:amqp1.0}""


Actual results:
Step 5 returns:
qpid-receive: Link detached by peer with amqp:internal-error: not-allowed: Queue q is browse only.  Refusing acquiring consumer. (/home/pmoravec/qpid-trunk/qpid/cpp/src/qpid/broker/Queue.cpp:552)


Expected results:
Both 4. and 5. to return one message (one empty line corresponding to empty message content).


Additional info:"
Bug,QPID-5805,12720082,Selector parser shouldn't allow either % or _ character as an ESCAPE character in a LIKE comparison,astitcher,astitcher,Closed,Fixed,2014-09-26 15:43,C++,C++ Broker,,,,,,,"a selector expression similar to:

qpid.subject LIKE '%%%' ESCAPE '%'

makes no sense. In general the excape character only needs to be chosen for aesthetic reasons since it only has to quote %,_, and itself. It nver needs to be % or _ and these choices make no sense since then you would not be able to have the unquoted version of them anywhere in the string."
Bug,QPID-5874,12725367,C++ broker has odd treatment of empty and whitespace only selectors,astitcher,astitcher,Closed,Fixed,2014-09-26 15:42,C++,C++ Broker,,,,,,,"The selector parser in the C++ broker treats empty selectors oddly:

If the selector is a completely empty string : """" then the selector is treated as if it was always true. However if the selector only contains white space : "" "" then this treated as a parse error.

These 2 cases are for all visible user purposes the same selector and so should have the same behaviour.

Probably the most logical behaviour is to make both these cases act as if the selector was always true so that they are equivalent to the selector being entirely absent."
Bug,QPID-6087,12739760, QMF Session name to contain user ID for AMQP 0-10,pmoravec,pmoravec,Closed,Fixed,2014-09-19 14:00,C++,C++ Broker,,,,,,,"Description of problem:
AMQP 0-10 allows sessions of the same name attached in parallel by different users. Broker allows that, but QMF can't cope with it properly as it stores session object by its name - that is unique per one user only.

Therefore, QMF does not track all sessions, subscriptions (maybe something else) in those cases.

It is required to have unique session ID for QMF. Either having user ID as part of the session ID, or use pointer to the session object like AMQP 1.0 implementation uses.


Version-Release number of selected component (if applicable):
any (0.18-30, 0.22-48)


How reproducible:
100%


Steps to Reproduce:
1) Have usera:usera and userb:userb credentials for qpid broker
2) Compile below program:

#include <cstdlib>
#include <iostream>

#include <sstream>

#include <qpid/messaging/Address.h>
#include <qpid/messaging/Connection.h>
#include <qpid/messaging/Message.h>
#include <qpid/messaging/Sender.h>
#include <qpid/messaging/Receiver.h>
#include <qpid/messaging/Session.h>


using namespace qpid::messaging;
using namespace qpid::types;

using std::stringstream;
using std::string;

int main(int argc, char** argv) {
    const char* session_name = argc>1 ? argv[1] : ""session_name"";
    const char* connectionOptions = argc>2 ? argv[2] : ""{username:guest, password:guest}"";
    const char* address = argc>3 ? argv[3] : ""myQueue; {create:always}"";
    Connection connection(""localhost:5672"", connectionOptions);
    try {
        connection.open();
        Session session = connection.createSession(session_name);
	Receiver receiver = session.createReceiver(address);
	receiver.fetch();

        connection.close();
        return 0;
    } catch(const std::exception& error) {
        std::cout << error.what() << std::endl;
        connection.close();
    }
    return 1;
}


3) ./session_attach_given_name aaa ""{username:usera, password:usera}"" &
4) ./session_attach_given_name aaa ""{username:userb, password:userb}"" &
5) grep errors in qpidd logs
6) check subscriptions (qpid-stat -u) and sessions (qpid-tool -> list session) that QMF is aware of


Actual results:
5) qpid prints errors:
2014-09-02 16:07:04 [Management] error Detected two management objects with the same identifier: 0-51-1--17(org.apache.qpid.broker:subscription:org.apache.qpid.broker:session:aaa,org.apache.qpid.broker:queue:myQueue,myQueue)
2014-09-02 16:07:04 [Management] error Detected two management objects with the same identifier: 0-51-1--14(org.apache.qpid.broker:session:aaa)

6) there is just 1 subscription for ""myQueue"" queue (while both programs create one) and just 1 session named ""aaa"".


Expected results:
no error, 2 subscriptions, 2 sessions

Additional info:
AMQP 1.0 connections/session works well here, as AMQP 1.0 does not have named sessions and string of pointer is used rather.
"
Bug,QPID-5835,12722766,[C++ broker] Broker recovery forgets auto-delete flag on queues and exchanges,pmoravec,pmoravec,Closed,Fixed,2014-06-21 20:49,C++,C++ Broker,,,,,,,"Description of problem:
When a durable node with auto-delete: true exists, the property is reset to false after broker restarts.

Version-Release number of selected component (if applicable):
(any)


How reproducible:
100%


Steps to Reproduce:
1. create durable node (queue) with auto-delete property set
./spout ""autodelq;{'create':'always', 'node': {'x-declare': {'auto-delete': True}}}""

2. create durable node (exchange) with auto-delete property set
 ./spout ""autodelex;{'create':'always', 'node': {'type': topic, 'x-declare': {'auto-delete': True}, 'durable':True}}""

3. check auto-delete flag
qpid-stat -q #for queue, use e.g. qpid-tool for exchange

4. restart broker
5. check auto-delete flag


Actual results:
'autoDelete': False is on both nodes


Expected results:
autoDelete property should survive the restart"
Bug,QPID-5485,12689209, Deleting paged queue does not remove underlying file,astitcher,pmoravec,Closed,Fixed,2014-06-03 15:35,C++,C++ Broker,,,,,,,"Description of problem:
When deleting a paged queue, the broker does not delete the underlying file it created in /var/lib/qpidd directory.


Version-Release number of selected component (if applicable):
MRG-M 3.0 EA (qpid-cpp 0.22-29)


How reproducible:
100%


Steps to Reproduce:
0. service qpiddd restart
1. qpid-send -a ""PagedQueue; {create:always, delete:always, node: { x-declare: {arguments: {'qpid.paging':'True' }}}}""
2. file /var/lib/qpidd/PagedQueue 


Actual results:
/var/lib/qpidd/PagedQueue: data


Expected results:
/var/lib/qpidd/PagedQueue: cannot open `/var/lib/qpidd/PagedQueue' (No such file or directory)


Additional info:"
Bug,QPID-5418,12684092,qpidd loading both linear and legacy store succeeds without a warning/error,chug,eallen,Closed,Fixed,2014-06-03 15:34,C++,C++ Broker,,,,,,,"Qpidd loading both the new linear and legacy store succeeds without a warning/error.

The proposed solution is to raise and exception and generate a log message when this happens.

The legacy store and the linear store are not intended to be used together and will not be packaged together. If qpidd is attempting to load both, then that is an error condition and should be handled by the user before the broker can start."
Bug,QPID-5767,12714463,[C++ broker][linearstore] broker segfaults when recovering journal file with damaged header,pmoravec,pmoravec,Closed,Fixed,2014-06-02 15:38,C++,C++ Broker,,,,,,,"Description of problem:
If journal file has corrupted header (example below), especially if EFP identity is invalid, broker segfaults.

The reason is:

EmptyFilePool* EmptyFilePoolManager::getEmptyFilePool(const efpPartitionNumber_t partitionNumber,
                                                      const efpDataSize_kib_t efpDataSize_kib) {
    EmptyFilePoolPartition* efppp = getEfpPartition(partitionNumber);
    if (efppp != 0)
        return efppp->getEmptyFilePool(efpDataSize_kib);
    return 0;
}

returns null pointer that is taken in:

void RecoveryManager::analyzeJournals(const std::vector<std::string>* preparedTransactionListPtr,
                                      EmptyFilePoolManager* emptyFilePoolManager,
                                      EmptyFilePool** emptyFilePoolPtrPtr) {
    // Analyze file headers of existing journal files
    efpIdentity_t efpIdentity;
    analyzeJournalFileHeaders(efpIdentity);
    *emptyFilePoolPtrPtr = emptyFilePoolManager->getEmptyFilePool(efpIdentity);
    efpFileSize_kib_ = (*emptyFilePoolPtrPtr)->fileSize_kib();


One real world example to get damaged journal (header): disk gets out of free space just when generating a new journal file, such that the file is created as truncated and contains just zeroes.


Version-Release number of selected component (if applicable):
qpid-cpp 0.22-38


How reproducible:
100%


Steps to Reproduce:
0. Start broker with empty provisioning

1. Create a durable queue:
qpid-config add queue q --durable

2. Create an empty ""damaged"" journal file and set its permissions:
dd if=/dev/zero of=/var/lib/qpidd/qls/jrnl/q/$(uuidgen).jrnl bs=1024 count=2052
chown qpidd:qpidd /var/lib/qpidd/qls/jrnl/q/*
(To have the reproducer really reliable, remove the journal file that linearstore created. Just to have there only the ""damaged"" file with 0s.)

3. Restart broker


Actual results:
Broker segfaults, logging:
2014-05-15 12:42:00.421721427 [Store] warning Linear Store: Journal ""q"": Journal file /var/lib/qpidd/qls/jrnl/q/d09e7bfb-5efa-4d96-9071-ad1053377d36.jrnl is uninitialized
2014-05-15 12:42:00.616301329 [System] debug Exception constructed: Cannot read from child process.
2014-05-15 12:42:00.616558206 [Broker] critical Unexpected error: Cannot read from child process.


Expected results:
Broker raises critical exception (stopping its kick-off) with a message like ""Journal file .. has unknown EFP identity (pn=0,ds=0), please fix it"".


Additional info:"
Bug,QPID-5278,12676613,Queue flow limit validation ignores size parameters,pmoravec,pmoravec,Closed,Fixed,2014-05-30 9:56,C++,C++ Broker,,,,,,,"Broker allows a queue creation with --max-queue-size=1 --flow-stop-size=100.

Further, creating a queue with max-queue-(count|size) and _bigger_ flow-resume-(count|size) (and no flow-stop set) is allowed as well:

I.e. from commands:
qpid-config add queue WrongQueue1 --max-queue-count=1 --flow-stop-count=100 --durable
qpid-config add queue WrongQueue2 --max-queue-count=1 --flow-resume-count=100 --durable
qpid-config add queue WrongQueue3 --max-queue-size=1 --flow-stop-size=100 --durable
qpid-config add queue WrongQueue4 --max-queue-size=1 --flow-resume-size=100 --durable

All queues except the first one are created.

(it is discutable if e.g. ""max-queue-count=1 flow-resume-count=100"" should be allowed or not, as the logic is ""flow control defaults are changed only if flow-stop-* parameter is used"")


"
Bug,QPID-5609,12699387,QPID fails to compile in C++11 with Boost 1.54 ,,andyrobo60,Closed,Fixed,2014-04-02 21:40,C++,C++ Broker,C++ Client,,,,,,"QPID fails to compile with GCC 4.8.2 and Boost 1.54 in C+\+11 using the compiler flag ""-std=c++11"". 

This problem is caused by a change to Boost's shared_ptr. When compiling in c+\+11 the shared_pointer interface is changed to match c++11's std::shared_pointer. This causes the boolean conversion operator to be made explicit, preventing the implicit conversion to a boolean when returning a shared_ptr from a function. 

To get QPID to compile with GCC 4.8.2 and C+\+11 extra compiler flags are needed. After running CMake modify the CMakeCache.txt file and set the variable ""CMAKE_CXX_FLAGS"" to ""-std=c+\+11 -Wno-unused-local-typedefs -Wno-ignored-qualifiers -Wno-deprecated-declarations"". Passing the variable to CMake on the command line can cause problems as CMake doesn't like the '=' in the flag ""-std=c+\+11""."
Bug,QPID-5608,12699376, [amqp1.0] delete-on-close policy do not work for producers to exchanges,pmoravec,pmoravec,Closed,Fixed,2014-03-07 22:40,C++,C++ Broker,,,,,,,"Description of problem:
The delete-on-close lifetime policy is not applied to producers when the exchange is in use.


Version-Release number of selected component (if applicable):
0.24 (incl. current upstream)


How reproducible:
100%


Steps to Reproduce:
qpid-send --connection-options ""{protocol:'amqp1.0'}"" -a ""exSend;{create:always, node:{type: topic, properties:{lifetime-policy:delete-on-close}}}"" -m 100000 --send-rate=1 &
exSendPID=$!
sleep 1
qpid-send --connection-options ""{protocol:'amqp1.0'}"" -a ""exSend;{create:always, node:{type: topic, properties:{lifetime-policy:delete-on-close}}}"" -m 100000 --send-rate=1 &
sleep 1
kill $exSendPID
qpid-config exchanges exSend

Actual results:
- not-killed qpid-send is still running
- ""qpid-config exchanges"" shows:
Type      Exchange Name  Attributes
=============================================
topic     exSend        


Expected results:
- not-killed qpid-send should terminate after attempting to send to unkwnown exchange
- there should not be such exchange
"
Bug,QPID-5594,12698407,[amqp1.0] missing first-acquirer property support in C++ broker,pmoravec,pmoravec,Closed,Fixed,2014-03-03 12:48,C++,C++ Broker,,,,,,,"Description of problem:

There is a defined standard amqp1.0 property: first-acquirer. The broker shall support setting this property accordingly.

If this value is true, then this message has not been acquired by any other link. If this value is false, then this message MAY have previously been acquired by another link or links.

Version-Release number of selected component (if applicable):
qpid-cpp-*-0.22-33

How reproducible:
100%

Steps to Reproduce:
compile and run program:

#include <qpid/messaging/Address.h>
#include <qpid/messaging/Connection.h>
#include <qpid/messaging/Receiver.h>
#include <qpid/messaging/Sender.h>
#include <qpid/messaging/Session.h>
#include <qpid/messaging/Message.h>
#include <iostream>

using namespace std;
using namespace qpid::messaging;

int main(int argc, char ** argv)
{
    string queue=""q; {create: always}"";
    string broker=""127.0.0.1:5672"";
    if (argc > 1)
        queue=argv[1];
    if (argc > 2)
        broker=argv[2];
    for (unsigned i=0; i<2; i++)
    {
        Connection connection = Connection(broker, ""{protocol : 'amqp1.0'}"");
        connection.open();
        Session session = connection.createSession();
        if (i==0)
            session.createSender(queue).send(Message());
        Receiver receiver = session.createReceiver(queue);
        Message msg = receiver.fetch();
        cout << ""Properties: "" << msg.getProperties() << endl;
        connection.close();
    }
    return 0;
}



Actual results:
first-acquirer property is not set by the broker

Expected results:
first-acquirer property is set to true by the broker in the first message, and unset (or set to false) in the second message

Additional info:"
